GEO_ID|GEO_ID2|SUMLEVEL|GEO_NAME|P001001
Geography Identifier|Geography Identifier|Geographic Summary Level|Geography|Total population: Total
15000US110010064002|110010064002|150|Block Group 2, Census Tract 64, District of Columbia, District of Columbia|1053
15000US110010065001|110010065001|150|Block Group 1, Census Tract 65, District of Columbia, District of Columbia|895
15000US110010065002|110010065002|150|Block Group 2, Census Tract 65, District of Columbia, District of Columbia|1527
15000US110010066001|110010066001|150|Block Group 1, Census Tract 66, District of Columbia, District of Columbia|1837
15000US110010067001|110010067001|150|Block Group 1, Census Tract 67, District of Columbia, District of Columbia|1064
15000US110010067002|110010067002|150|Block Group 2, Census Tract 67, District of Columbia, District of Columbia|1134
15000US110010067003|110010067003|150|Block Group 3, Census Tract 67, District of Columbia, District of Columbia|1345
15000US110010068011|110010068011|150|Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia|1389
15000US110010068012|110010068012|150|Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia|608
15000US110010068021|110010068021|150|Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia|789
15000US110010068022|110010068022|150|Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia|671
15000US110010068023|110010068023|150|Block Group 3, Census Tract 68.02, District of Columbia, District of Columbia|606
15000US110010068041|110010068041|150|Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia|2628
15000US110010069001|110010069001|150|Block Group 1, Census Tract 69, District of Columbia, District of Columbia|636
15000US110010069002|110010069002|150|Block Group 2, Census Tract 69, District of Columbia, District of Columbia|678
15000US110010069003|110010069003|150|Block Group 3, Census Tract 69, District of Columbia, District of Columbia|540
15000US110010070002|110010070002|150|Block Group 2, Census Tract 70, District of Columbia, District of Columbia|1047
15000US110010070003|110010070003|150|Block Group 3, Census Tract 70, District of Columbia, District of Columbia|1085
15000US110010071001|110010071001|150|Block Group 1, Census Tract 71, District of Columbia, District of Columbia|1312
15000US110010071002|110010071002|150|Block Group 2, Census Tract 71, District of Columbia, District of Columbia|583
15000US110010071003|110010071003|150|Block Group 3, Census Tract 71, District of Columbia, District of Columbia|923
15000US110010072001|110010072001|150|Block Group 1, Census Tract 72, District of Columbia, District of Columbia|1825
15000US110010073011|110010073011|150|Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia|5234
15000US110010073021|110010073021|150|Block Group 1, Census Tract 73.02, District of Columbia, District of Columbia|2022
15000US110010073022|110010073022|150|Block Group 2, Census Tract 73.02, District of Columbia, District of Columbia|1239
15000US110010073041|110010073041|150|Block Group 1, Census Tract 73.04, District of Columbia, District of Columbia|2779
15000US110010073042|110010073042|150|Block Group 2, Census Tract 73.04, District of Columbia, District of Columbia|770
15000US110010073043|110010073043|150|Block Group 3, Census Tract 73.04, District of Columbia, District of Columbia|1116
15000US110010073081|110010073081|150|Block Group 1, Census Tract 73.08, District of Columbia, District of Columbia|377
15000US110010074011|110010074011|150|Block Group 1, Census Tract 74.01, District of Columbia, District of Columbia|1764
15000US110010074012|110010074012|150|Block Group 2, Census Tract 74.01, District of Columbia, District of Columbia|1232
15000US110010074031|110010074031|150|Block Group 1, Census Tract 74.03, District of Columbia, District of Columbia|2308
15000US110010074041|110010074041|150|Block Group 1, Census Tract 74.04, District of Columbia, District of Columbia|457
15000US110010074042|110010074042|150|Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia|2857
15000US110010074064|110010074064|150|Block Group 4, Census Tract 74.06, District of Columbia, District of Columbia|3227
15000US110010074071|110010074071|150|Block Group 1, Census Tract 74.07, District of Columbia, District of Columbia|739
15000US110010074075|110010074075|150|Block Group 5, Census Tract 74.07, District of Columbia, District of Columbia|1634
15000US110010074081|110010074081|150|Block Group 1, Census Tract 74.08, District of Columbia, District of Columbia|2166
15000US110010074091|110010074091|150|Block Group 1, Census Tract 74.09, District of Columbia, District of Columbia|950
15000US110010074092|110010074092|150|Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia|2494
15000US110010075021|110010075021|150|Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia|2206
15000US110010075022|110010075022|150|Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia|1480
15000US110010075023|110010075023|150|Block Group 3, Census Tract 75.02, District of Columbia, District of Columbia|535
15000US110010075032|110010075032|150|Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia|1675
15000US110010075033|110010075033|150|Block Group 3, Census Tract 75.03, District of Columbia, District of Columbia|840
